,x,y,geneSymbol
0,64.3716812133789,24.73717498779297,MAPK1
1,64.59302520751953,24.697057723999023,MAPK3
2,66.60529327392578,26.35555648803711,AKT1
3,66.5286636352539,26.445531845092773,AKT2
4,66.46915435791016,26.201095581054688,AKT3
5,57.488773345947266,29.69101905822754,NFKB1
6,66.40547180175781,26.67543601989746,PIK3CA
7,62.890838623046875,25.34849739074707,MAPK8
8,66.40069580078125,26.029619216918945,MTOR
9,63.03271484375,25.30893325805664,MAPK9
10,66.43082427978516,26.95004653930664,PIK3R4
11,66.32112884521484,26.796653747558594,PIK3CG
12,66.31206512451172,26.831905364990234,PIK3CD
13,66.27015686035156,26.819473266601562,PIK3CB
14,66.3742446899414,26.856985092163086,PIK3R5
15,66.2602767944336,26.909923553466797,PIK3R3
16,62.821895599365234,25.332828521728516,MAPK10
17,66.20046997070312,26.801490783691406,PIK3R6
18,62.885101318359375,25.256715774536133,MAPK14
19,62.76896667480469,25.255502700805664,MAPK11
20,62.96318817138672,25.28705406188965,MAPK13
21,62.8358039855957,25.190261840820312,MAPK12
22,52.213565826416016,31.36366844177246,TNF
23,8.429590225219727,-61.25161361694336,TP53
24,67.14525604248047,24.000869750976562,KRAS
25,66.92552947998047,24.08212661743164,HRAS
26,67.02757263183594,24.056684494018555,NRAS
27,66.43849182128906,24.252670288085938,MAP2K1
28,65.9020004272461,24.359575271606445,MAP2K2
29,57.95021057128906,22.75901222229004,STAT3
30,50.646018981933594,31.890514373779297,IL6
31,62.78592300415039,16.339778900146484,TGFB1
32,-30.3499698638916,25.84145164489746,WDTC1
33,52.37388229370117,30.210304260253906,TLR4
34,8.164862632751465,-61.403465270996094,PTEN
35,57.66423416137695,29.71305274963379,RELA
36,67.0654067993164,23.99344253540039,BRAF
37,58.268272399902344,27.696531295776367,IKBKG
38,58.32411575317383,27.661855697631836,IKBKB
39,66.83890533447266,24.067153930664062,RAF1
40,62.60798263549805,16.40105628967285,TGFB2
41,58.21289825439453,27.745609283447266,CHUK
42,61.77424621582031,28.781299591064453,CASP3
