,x,y,geneSymbol
0,-39.46299743652344,20.065990447998047,PLAC4
1,34.20874786376953,2.9910686016082764,RPS2P45
2,-19.759986877441406,-34.654720306396484,C3orf18
3,0.08835529536008835,-49.8851432800293,C6orf226
4,2.783679962158203,-56.365440368652344,CISD3
5,21.879112243652344,-59.20138168334961,KDM1A
6,-27.86811637878418,-21.73638343811035,HIST1H2BN
7,-3.487926959991455,40.388282775878906,RARA
8,43.07317352294922,-36.41576385498047,AQR
9,43.84790802001953,29.5218448638916,PPM1L
10,-46.212974548339844,31.08681297302246,SPPL2C
11,-0.17184995114803314,45.182376861572266,WDFY4
12,49.13759231567383,-30.36670684814453,COX16
13,19.077335357666016,-28.818111419677734,ETS1
14,-2.9529001712799072,37.032958984375,SARM1
15,20.585527420043945,50.717430114746094,TMEM185A
16,-5.18114709854126,-16.383142471313477,IFNLR1
17,5.428777694702148,-44.58700942993164,INPPL1
18,-22.35291862487793,-49.76526641845703,AGER
19,19.257043838500977,12.494053840637207,OCIAD1
20,33.78507614135742,-37.29020309448242,EIF4EBP2
21,-23.277423858642578,-12.208317756652832,LINC00705
22,-12.751598358154297,-51.169525146484375,CACNB1
23,-8.094820976257324,-14.488116264343262,LLGL1
24,24.55348014831543,38.466487884521484,RBM47
25,38.210670471191406,28.686662673950195,RNF19A
26,-32.08139419555664,-1.2442482709884644,H1FX-AS1
27,-13.858329772949219,32.099205017089844,LOC284014
28,28.497257232666016,-10.900548934936523,DICER1
29,-53.07707977294922,2.3386495113372803,HCN1
30,27.583465576171875,-7.477229118347168,GTF3C3
31,-2.687861680984497,35.672462463378906,RUNX2
32,33.79110336303711,-38.72453689575195,EME1
33,-9.702946662902832,56.600738525390625,RNF7
34,-4.128917217254639,-46.32744598388672,CDK2
35,18.57050132751465,46.748756408691406,PAPD7
36,64.67732238769531,17.162214279174805,LINC01184
37,6.892066955566406,6.880321502685547,LOC101929964
38,36.61339569091797,17.836082458496094,MSH3
39,-11.879725456237793,-53.45384979248047,CAMP
40,-3.14569091796875,-28.249149322509766,COPG2IT1
41,44.22419738769531,-17.12679100036621,FAM49B
42,14.913601875305176,-40.844486236572266,LOC100289061
43,-41.52729797363281,2.813868999481201,LOC284661
44,-44.034603118896484,22.518177032470703,SOX5P
45,-24.589767456054688,-24.81849479675293,IFNA1
46,-47.06310272216797,-52.46916198730469,IFNA13
47,10.399563789367676,8.318323135375977,ZNF391
48,-28.122217178344727,-14.932093620300293,LOC255654
49,13.440244674682617,23.601436614990234,TMPRSS3
50,32.576393127441406,-37.65623474121094,BRD8
51,46.20417022705078,-25.203161239624023,FAM122B
52,-59.64602279663086,3.4776651859283447,NLRP4
53,-1.8619552850723267,4.606700420379639,NPFFR2
54,17.01694107055664,-32.419349670410156,LINC01215
55,-0.18778838217258453,44.78714370727539,TMC6
56,3.5382156372070312,-9.984251976013184,FAM45A
57,-45.2340202331543,-55.80766677856445,FAM45B
58,25.9346981048584,47.522682189941406,MED11
59,39.301361083984375,-28.74979591369629,C7orf31
60,3.5869979858398438,-52.423770904541016,DNAJC1
61,-13.829475402832031,-24.864151000976562,GUCA1C
62,-26.25685691833496,39.310550689697266,NR4A1
63,42.50143051147461,36.18968200683594,SLC30A7
64,50.35622024536133,32.6619758605957,ZNF431
65,11.266776084899902,-42.12451934814453,HECA
66,46.69947052001953,-24.282670974731445,KBTBD4
67,55.029640197753906,41.79710006713867,PTPMT1
68,-11.139199256896973,-44.805885314941406,ASB12
69,3.362820863723755,5.728253364562988,ZNF785
70,0.242977574467659,-20.179759979248047,GJC1
71,6.071442127227783,-32.84468460083008,ISOC2
72,15.069073677062988,59.349815368652344,NICN1
73,-22.849674224853516,38.42687225341797,SLC35C1
74,47.642906188964844,-18.742542266845703,KIF5B
75,-44.32697677612305,-11.11266803741455,LOC101928495
76,-28.773664474487305,28.589059829711914,MTNR1B
77,-34.48063659667969,21.423704147338867,PCYT1B
78,19.941221237182617,-18.307727813720703,KGFLP2
79,-11.823884963989258,57.81861877441406,UBE2G2
80,63.246490478515625,-7.045191764831543,BC038194
81,-36.75129318237305,-51.07429885864258,RP11-550P17.5
82,15.195262908935547,8.745235443115234,ZC3H18
83,-5.495330810546875,-38.890533447265625,C11orf95
84,-12.217140197753906,38.904964447021484,TUB
85,45.844459533691406,-41.4320068359375,ANKRD27
86,38.500457763671875,-42.53140640258789,DYNLT3
87,-4.495404243469238,-29.632793426513672,ADCY1
88,10.686609268188477,-20.91388511657715,CDH13
89,-40.102134704589844,8.02409553527832,PDC
90,20.43826675415039,37.80709457397461,ZNF630
91,-2.1944828033447266,-22.549510955810547,GNA14
92,-30.269010543823242,42.31337356567383,RP11-433A10.3
93,-39.45145797729492,-1.1422570943832397,KLHL10
94,-32.232051849365234,50.16215515136719,SLIT1
95,-18.97776985168457,47.847900390625,NAT8L
96,34.802181243896484,40.87449264526367,TIMM17A
97,30.74452018737793,-22.560258865356445,ENPP2
98,39.2027702331543,34.432132720947266,UBE3A
99,34.8486328125,-23.2347354888916,DHRS4-AS1
100,-6.210848331451416,48.9583625793457,TFB2M
101,-14.329604148864746,-48.8685188293457,CILP
102,-29.310840606689453,14.501028060913086,SMPDL3B
103,30.39751625061035,-9.466349601745605,GLYR1
104,1.4531420469284058,-53.21767807006836,CASC10
105,-15.696616172790527,46.456478118896484,PPP2R5B
106,41.87999725341797,-17.99711799621582,FKBP8
107,41.01434326171875,-17.724960327148438,GUK1
108,18.69715118408203,-34.37194061279297,CELF2
109,40.16676330566406,27.731374740600586,PCGF5
110,4.536278247833252,-48.05423355102539,FOXN3
111,49.01770782470703,35.40884780883789,ZHX1
112,22.86631202697754,-24.695384979248047,EYA3
113,12.577481269836426,44.367923736572266,MOSPD2
114,5.610283851623535,-54.80647277832031,FARSA
115,15.071860313415527,57.568572998046875,PDLIM1
116,35.415916442871094,-42.053714752197266,ANAPC11
117,37.7341194152832,-50.060028076171875,DNAJA3
118,11.852354049682617,-22.512086868286133,COLEC12
119,34.690608978271484,52.82879638671875,LRRC47
120,34.87649154663086,33.564292907714844,USP47
121,17.458524703979492,-45.50461959838867,CXCR1
122,-2.8466978073120117,-27.35654067993164,FAM19A5
123,4.1041340827941895,-28.67124366760254,ILDR1
124,-2.8736579418182373,38.413455963134766,PIK3IP1
125,-2.4599721431732178,45.1730842590332,PRKCH
126,0.31137099862098694,49.14470291137695,ZFP36
127,38.212120056152344,11.532369613647461,ZNF506
128,-0.6268131136894226,-33.22261428833008,DMKN
129,0.8248518705368042,-25.792936325073242,EHF
130,18.670654296875,12.957763671875,MYBL1
131,9.14631462097168,47.59417724609375,STAT5A
132,-1.2495720386505127,11.790771484375,PXDNL
133,19.459884643554688,9.077703475952148,UBE3D
